etf_ticker,etf_name,date,sector,security,shares,value,total_value,total_overall_value,name_normalized,company_ticker
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,GPT Group (The),"21,671","92,757",,,GPT THE,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Harvey Norman Holdings Ltd.,624,"1,888",,,HARVEY NORMAN,HNN.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Insurance Australia Group Ltd.,"40,794","2,42,652",,,INSURANCE AUSTRALIA,IAUGY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,James Hardie Industries PLC,"6,396","87,684",,,JAMES HARDIE INDUSTRIES,JHX
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Macquarie Group Ltd.,"4,914","4,36,209",,,MACQUARIE,MQBKY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Medibank Pvt Ltd.,"34,476","85,783",,,MEDIBANK PVT,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Mirvac Group,"86,892","1,92,847",,,MIRVAC,MRVGF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,National Australia Bank Ltd.,"37,286","7,32,689",,,NATIONAL AUSTRALIA BANK,NAL.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Newcrest Mining Ltd.,"6,786","1,66,417",,,NEWCREST MINING,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,QBE Insurance Group Ltd.,"15,990","1,37,654",,,QBE INSURANCE,QBIEY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Ramsay Health Care Ltd.,"1,170","58,691",,,RAMSAY HEALTH CARE,RMYHY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Scentre Group,"54,054","1,48,654",,,SCENTRE,STGPF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Seek Ltd.,"4,680","67,449",,,SEEK,SLD.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Sonic Healthcare Ltd.,"7,878","1,52,255",,,SONIC HEALTHCARE,SAB.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Stockland,"57,773","1,81,978",,,STOCKLAND,STKAF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Suncorp Group Ltd.,"27,768","2,58,569",,,SUNCORP,SNMCY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Sydney Airport,"35,178","2,02,700",,,SYDNEY AIRPORT,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Tabcorp Holdings Ltd.,"36,182","1,11,974",,,TABCORP,THL.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Telstra Corp. Ltd.,"60,528","1,65,624",,,TELSTRA,5KBA.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Transurban Group,"25,194","2,70,025",,,TRANSURBAN,TU9.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Treasury Wine Estates Ltd.,"12,012","1,46,543",,,TREASURY WINE ESTATES,TSRYY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Wesfarmers Ltd.,"7,332","1,98,050",,,WESFARMERS,WFAFF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Westpac Banking Corp.,"38,160","7,53,546",,,WESTPAC BANKING,WEBNF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,Woolworths Group Ltd.,"9,048","2,22,138",,,WOOLWORTHS,WWR.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Australia — 2.1%,WorleyParsons Ltd.,"14,118","1,57,153","96,34,691",,WORLEYPARSONS,WF9.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Austria — 0.1%,Erste Group Bank AG,"3,510","1,26,777",,,ERSTE BANK,EBS.VI
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Austria — 0.1%,Raiffeisen Bank International AG,"3,961","93,584","2,20,361",,RAIFFEISEN BANK INTERNATIONAL,RAIFF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Belgium — 0.2%,Anheuser-Busch InBev SA/NV,"7,488","7,59,263",,,ANHEUSER BUSCH INBEV,0A22.L
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Belgium — 0.2%,Umicore SA,"3,588","1,13,615","8,72,878",,UMICORE,UMI.BR
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Brazil — 0.7%,Ambev SA,"70,201","3,75,577",,,AMBEV,ABEVN.MX
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Brazil — 0.7%,"B3 SA - Brasil, Bolsa, Balcao","31,200","3,49,845",,,B3 BRASIL BOLSA BALCAO,BOLSY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Brazil — 0.7%,Banco Bradesco SA,"15,610","1,29,067",,,BANCO BRADESCO,BBD
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Brazil — 0.7%,Banco do Brasil SA,"15,600","2,04,070",,,BANCO DO BRASIL,BDORY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Brazil — 0.7%,BB Seguridade Participacoes SA,"7,800","67,270",,,BB SEGURIDADE PARTICIPACOES,BBSEY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Brazil — 0.7%,CCR SA,"39,000","1,54,959",,,CCR,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Brazil — 0.7%,Cielo SA,"31,236","60,104",,,CIELO,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Brazil — 0.7%,Embraer SA,"7,800","40,030",,,EMBRAER,ERJ
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Brazil — 0.7%,Kroton Educacional SA,"23,400","78,112",,,KROTON EDUCACIONAL,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Brazil — 0.7%,Localiza Rent a Car SA,"15,600","1,82,427",,,LOCALIZA RENT A CAR,LZRFY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Brazil — 0.7%,Lojas Renner SA,"15,650","1,97,403",,,LOJAS RENNER,LREN3.BA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Brazil — 0.7%,Suzano SA,"15,600","1,27,160",,,SUZANO,SPXB.DU
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Brazil — 0.7%,Ultrapar Participacoes SA,"46,802","2,47,407",,,ULTRAPAR PARTICIPACOES,UGR.BE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Brazil — 0.7%,Vale SA,"62,401","8,26,076","30,39,507",,VALE,CVLB.MU
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Agnico Eagle Mines Ltd.,"5,850","3,07,168",,,AGNICO EAGLE MINES,AE9.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,"Alimentation Couche-Tard Inc., Class B","6,318","3,89,237",,,ALIMENTATION COUCHE TARD,ATD.TO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Aurora Cannabis Inc. (a)(b),"9,126","57,266",,,AURORA CANNABIS A B,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Bank of Montreal,"6,318","4,75,360",,,BANK OF MONTREAL,BMO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Bank of Nova Scotia (The),"14,586","7,82,644",,,BANK OF NOVA SCOTIA THE,BKN.F
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Barrick Gold Corp.,"12,883","2,10,441",,,BARRICK GOLD,B-C.BA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Bausch Health Companies Inc.,"2,028","48,972",,,BAUSCH HEALTH COMPANIES,BHC
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,BCE Inc.,"4,836","2,19,639",,,BCE,BCE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,BlackBerry Ltd. (a)(b),"10,452","76,650",,,BLACKBERRY A B,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,"Brookfield Asset Management Inc., Class A","9,906","4,87,851",,,BROOKFIELD ASSET MANAGEMENT,BAM
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Cameco Corp.,"15,132","1,39,664",,,CAMECO,CCJ
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Canadian Imperial Bank of Commerce,"5,226","4,13,217",,,CANADIAN IMPERIAL BANK OF COMMERCE,CM
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Canadian National Railway Co.,"6,864","6,52,972",,,CANADIAN NATIONAL RAILWAY,CNI
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Canadian Pacific Railway Ltd.,"1,014","2,43,324",,,CANADIAN PACIFIC RAILWAY,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,"Canadian Tire Corp. Ltd., Class A, NVS",936,"1,02,720",,,CANADIAN TIRE NVS,YAAA.F
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Canopy Growth Corp. (a)(b),"2,418","79,676",,,CANOPY GROWTH A B,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,"CCL Industries Inc., Class B, NVS","4,602","2,31,300",,,CCL INDUSTRIES NVS,1C9.F
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,CGI Inc.,"2,106","1,62,912",,,CGI,GIB
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Constellation Software Inc./Canada,312,"2,98,348",,,CONSTELLATION SOFTWARE CANADA,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Dollarama Inc.,"5,382","2,00,419",,,DOLLARAMA,DOL.TO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Enbridge Inc.,"19,665","6,60,117",,,ENBRIDGE,ENB
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Fairfax Financial Holdings Ltd.,468,"2,17,918",,,FAIRFAX FINANCIAL,FFH.TO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,First Quantum Minerals Ltd.,"32,682","3,02,641",,,FIRST QUANTUM MINERALS,FM.TO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Franco-Nevada Corp.,"4,758","4,15,598",,,FRANCO NEVADA,FNV
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,George Weston Ltd.,"3,432","2,72,804",,,GEORGE WESTON,WN.NE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Hydro One Ltd.,"28,704","5,09,531",,,HYDRO ONE,8H1.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Intact Financial Corp.,"1,170","1,09,609",,,INTACT FINANCIAL,IFC.TO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Loblaw Companies Ltd.,"2,418","1,26,097",,,LOBLAW COMPANIES,L8G.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Lundin Mining Corp.,"61,308","2,98,335",,,LUNDIN MINING,LUMI.ST
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Manulife Financial Corp.,"17,394","3,16,580",,,MANULIFE FINANCIAL,MFC
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Metro Inc.,"4,758","1,87,037",,,METRO,MRU.TO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,National Bank of Canada,"1,638","79,683",,,NATIONAL BANK OF CANADA,NA.TO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Nutrien Ltd.,"5,382","2,96,570",,,NUTRIEN,NTR
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Pembina Pipeline Corp.,"28,158","10,26,910",,,PEMBINA PIPELINE,PBA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,PrairieSky Royalty Ltd.,"45,630","6,14,354",,,PRAIRIESKY ROYALTY,PSK.TO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Restaurant Brands International Inc.,"3,900","2,88,680",,,RESTAURANT BRANDS INTERNATIONAL,QSR
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,RioCan REIT,"6,708","1,32,919",,,RIOCAN REIT,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,"Rogers Communications Inc., Class B, NVS","4,368","2,27,888",,,ROGERS COMMUNICATIONS NVS,RCI-B.TO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Royal Bank of Canada,"14,976","11,88,591",,,ROYAL BANK OF CANADA,RY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,"Shaw Communications Inc., Class B, NVS","4,680","92,199",,,SHAW COMMUNICATIONS NVS,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,"Shopify Inc., Class A",702,"2,24,213",,,SHOPIFY,SHOP
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,SNC-Lavalin Group Inc.,"9,594","1,52,551",,,SNC LAVALIN,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Stars Group Inc. (The) (a)(b),"6,318","98,825",,,STARS THE A B,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Sun Life Financial Inc.,"4,602","1,92,190",,,SUN LIFE FINANCIAL,SLF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,TELUS Corp.,"2,340","84,537",,,TELUS,TU
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Thomson Reuters Corp.,"3,432","2,31,666",,,THOMSON REUTERS,TRI
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Toronto-Dominion Bank (The),"18,843","11,07,061",,,TORONTO DOMINION BANK THE,TD
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,Wheaton Precious Metals Corp.,"19,188","5,04,121",,,WHEATON PRECIOUS METALS,WPM
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Canada — 3.3%,WSP Global Inc.,"2,340","1,32,650","1,56,71,655",,WSP GLOBAL,WSP.TO
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Chile — 0.1%,"Aguas Andinas SA, Class A","2,92,812","1,64,596",,,AGUAS ANDINAS,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,Chile — 0.1%,SACI Falabella,"12,990","80,608","2,45,204",,SACI FALABELLA,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Agricultural Bank of China Ltd., Class H","6,24,000","2,54,290",,,AGRICULTURAL BANK OF CHINA,EK7.MU
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Alibaba Group Holding Ltd., ADR","15,444","26,73,511",,,ALIBABA HOLDING,AHLA.DE
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Baidu Inc., ADR","2,730","3,04,941",,,BAIDU,BIDU
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Bank of Beijing Co. Ltd., Class A","1,73,997","1,42,149",,,BANK OF BEIJING,601169.SS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Bank of China Ltd., Class A","62,400","33,593",,,BANK OF CHINA,W8V0.F
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Bank of China Ltd., Class H","10,92,000","4,46,403",,,BANK OF CHINA,W8V0.F
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Bank of Communications Co. Ltd., Class A","54,600","46,032",,,BANK OF COMMUNICATIONS,601328.SS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Bank of Communications Co. Ltd., Class H","2,34,000","1,71,287",,,BANK OF COMMUNICATIONS,601328.SS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Bank of Jiangsu Co. Ltd., Class A","31,295","31,607",,,BANK OF JIANGSU,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Bank of Nanjing Co. Ltd., Class A","31,200","37,532",,,BANK OF NANJING,601009.SS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"CGN Power Co. Ltd., Class H","10,14,000","2,94,048",,,CGN POWER,94C.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"China Cinda Asset Management Co. Ltd., Class H","3,12,000","68,555",,,CHINA CINDA ASSET MANAGEMENT,0CI.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"China CITIC Bank Corp. Ltd., Class H","1,56,000","86,889",,,CHINA CITIC BANK,D7C.MU
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,China Conch Venture Holdings Ltd.,"39,000","1,34,768",,,CHINA CONCH VENTURE,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"China Construction Bank Corp., Class H","11,76,000","9,11,907",,,CHINA CONSTRUCTION BANK,CICHY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"China Everbright Bank Co. Ltd., Class A","2,18,400","1,24,548",,,CHINA EVERBRIGHT BANK,C0V.F
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,China Gas Holdings Ltd.,"31,200","1,30,135",,,CHINA GAS,CGHOF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"China Life Insurance Co. Ltd., Class H","1,56,000","4,01,564",,,CHINA LIFE INSURANCE,CHL.HA
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"China Merchants Bank Co. Ltd., Class A","23,400","1,24,141",,,CHINA MERCHANTS BANK,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"China Merchants Bank Co. Ltd., Class H","39,000","1,95,551",,,CHINA MERCHANTS BANK,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"China Minsheng Banking Corp. Ltd., Class A","78,000","68,703",,,CHINA MINSHENG BANKING,1988.HK
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,China Mobile Ltd.,"78,000","6,65,121",,,CHINA MOBILE,600941.SS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"China Molybdenum Co. Ltd., Class H","2,34,000","67,558",,,CHINA MOLYBDENUM,D7N.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"China National Nuclear Power Co. Ltd., Class A","93,600","76,467",,,CHINA NATIONAL NUCLEAR POWER,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"China Oilfield Services Ltd., Class H","1,48,000","1,68,270",,,CHINA OILFIELD SERVICES,CO9.F
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"China Pacific Insurance Group Co. Ltd., Class A","15,600","87,378",,,CHINA PACIFIC INSURANCE,75C.F
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,China Resources Gas Group Ltd.,"1,56,000","7,95,156",,,CHINA RESOURCES GAS,CGASY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"China Tower Corp. Ltd., Class H","4,68,000","1,21,964",,,CHINA TOWER,CHWRF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,China Unicom Hong Kong Ltd.,"1,56,000","1,52,654",,,CHINA UNICOM HONG KONG,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"China Vanke Co. Ltd., Class A","7,800","32,552",,,CHINA VANKE,2202.HK
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"China Vanke Co. Ltd., Class H","24,100","91,284",,,CHINA VANKE,2202.HK
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"China Yangtze Power Co. Ltd., Class A","62,400","1,69,505",,,CHINA YANGTZE POWER,CYZB.F
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Chongqing Rural Commercial Bank Co. Ltd., Class H","1,56,000","82,106",,,CHONGQING RURAL COMMERCIAL BANK,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,Country Garden Holdings Co. Ltd.,"78,000","1,06,419",,,COUNTRY GARDEN,DZJ.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Ctrip.com International Ltd., ADR (a)(b)","5,694","2,21,952",,,CTRIP COM INTERNATIONAL A B,0I50.L
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,ENN Energy Holdings Ltd.,"23,400","2,42,881",,,ENN ENERGY,XNGSY
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,Fosun International Ltd.,"39,000","51,516",,,FOSUN INTERNATIONAL,FNI.SG
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"GDS Holdings Ltd., ADR (a)(b)","1,716","70,665",,,GDS A B,G401.F
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,Geely Automobile Holdings Ltd.,"1,56,000","2,41,935",,,GEELY AUTOMOBILE,GELYF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Great Wall Motor Co. Ltd., Class H","84,000","57,625",,,GREAT WALL MOTOR,GRV.F
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Guotai Junan Securities Co. Ltd., Class A","15,600","40,995",,,GUOTAI JUNAN SECURITIES,GUOSF
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Huaneng Renewables Corp. Ltd., Class H","6,24,000","1,70,590",,,HUANENG RENEWABLES,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Industrial & Commercial Bank of China Ltd., Class H","8,58,000","5,80,922",,,INDUSTRIAL COMMERCIAL BANK OF CHINA,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Industrial Bank Co. Ltd., Class A","64,798","1,79,874",,,INDUSTRIAL BANK,601166.SS
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"Inner Mongolia Yili Industrial Group Co. Ltd., Class A","15,600","70,627",,,INNER MONGOLIA YILI INDUSTRIAL,
CRBN,iShares MSCI ACWI Low Carbon Target ETF,31/07/19,China — 3.9%,"JD.com Inc., ADR","8,970","2,68,293",,,JD COM,JD
